book_id,title,author,genres
262,Big Little Lies,Liane Moriarty,"book-club, mystery, chick-lit, contemporary, adult"
263,Ella Enchanted,Gail Carson Levine,"fantasy, young-adult, ya, fiction, romance"
264,The Sun Also Rises,Ernest Hemingway,"classics, fiction, classic, literature, novels"
265,A Tree Grows in Brooklyn,Betty  Smith,"classics, historical-fiction, book-club, classic, fiction"
266,"Kiss the Girls (Alex Cross, #2)",James Patterson,"mystery, james-patterson, fiction, thriller, crime"
267,The Nightingale,Kristin Hannah,"historical-fiction, fiction, book-club, historical, wwii"
268,Never Let Me Go,Kazuo Ishiguro,"fiction, science-fiction, dystopia, sci-fi, dystopian"
269,P.S. I Love You,Cecelia Ahern,"romance, chick-lit, fiction, contemporary, chicklit"
270,Rebecca,"Daphne du Maurier, Sally Beauman","classics, fiction, mystery, romance, classic"
271,Flowers for Algernon,Daniel Keyes,"fiction, classics, science-fiction, sci-fi, young-adult"
272,Like Water for Chocolate,"Laura Esquivel, Thomas  Christensen, Carol Christensen","fiction, romance, magical-realism, historical-fiction, classics"
273,Snow Flower and the Secret Fan,Lisa See,"historical-fiction, fiction, book-club, china, historical"
274,The Godfather,"Mario Puzo, Robert Thompson, Peter Bart","fiction, classics, crime, thriller, historical-fiction"
275,An Abundance of Katherines,John Green,"young-adult, ya, contemporary, fiction, romance"
276,Foundation (Foundation #1),Isaac Asimov,"science-fiction, sci-fi, fiction, scifi, classics"
277,The Ocean at the End of the Lane,Neil Gaiman,"fiction, fantasy, book-club, horror, magical-realism"
278,A Light in the Attic,Shel Silverstein,"poetry, childrens, children, children-s-books, children-s"
279,"Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)","John Tiffany, Jack Thorne, J.K. Rowling","fantasy, fiction, young-adult, plays, read-in-2016"
280,"Delirium (Delirium, #1)",Lauren Oliver,"romance, series, fantasy, fiction, favourites"
281,The Pelican Brief,John Grisham,"mystery, john-grisham, suspense, crime, legal-thriller"
282,Coraline,Neil Gaiman,"fantasy, young-adult, fiction, horror, childrens"
283,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Terry Pratchett, Neil Gaiman","fantasy, fiction, humor, humour, urban-fantasy"
284,On the Road,Jack Kerouac,"classics, fiction, travel, literature, classic"
285,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,"book-club, contemporary, humor, fiction, chick-lit"
286,The Lucky One,Nicholas Sparks,"romance, fiction, chick-lit, contemporary, adult"
287,The Fountainhead,"Ayn Rand, Leonard Peikoff","fiction, classics, philosophy, literature, classic"
288,"The Hunt for Red October (Jack Ryan Universe, #4)",Tom Clancy,"fiction, thriller, tom-clancy, military, suspense"
289,"Watership Down (Watership Down, #1)",Richard Adams,"classics, fiction, fantasy, young-adult, classic"
290,Is Everyone Hanging Out Without Me? (And Other Concerns),Mindy Kaling,"non-fiction, humor, memoir, nonfiction, biography"
291,Cutting for Stone,Abraham Verghese,"fiction, book-club, historical-fiction, africa, bookclub"
292,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)","C.S. Lewis, Pauline Baynes","classics, young-adult, childrens, children, series"
293,Treasure Island,Robert Louis Stevenson,"classics, fiction, adventure, classic, young-adult"
294,"The Son of Neptune (The Heroes of Olympus, #2)",Rick Riordan,"fantasy, young-adult, mythology, rick-riordan, ya"
295,11/22/63,Stephen King,"fiction, historical-fiction, stephen-king, science-fiction, time-travel"
296,The Very Hungry Caterpillar Board Book,Eric Carle,"childrens, picture-books, children-s-books, children, children-s"
297,Cat's Cradle,Kurt Vonnegut Jr.,"fiction, classics, science-fiction, sci-fi, literature"
298,The Time Machine,"H.G. Wells, Greg Bear, Carlo Pagetti","classics, science-fiction, sci-fi, fiction, classic"
299,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"Todd Burpo, Lynn Vincent","faith, christianity, heaven, memoirs"
300,The Boy in the Striped Pajamas,John Boyne,"historical-fiction, young-adult, fiction, historical, holocaust"
301,Heart of Darkness,Joseph Conrad,"classics, fiction, classic, literature, africa"
302,Safe Haven,Nicholas Sparks,"romance, nicholas-sparks, fiction, chick-lit, contemporary"
303,"The Secret (The Secret, #1)",Rhonda Byrne,"self-help, non-fiction, spirituality, nonfiction, spiritual"
304,I Know This Much Is True,Wally Lamb,"fiction, contemporary-fiction, oprah, oprah-s-book-club, book-club"
305,Pet Sematary,Stephen King,"horror, stephen-king, fiction, thriller, king"
306,She's Come Undone,Wally Lamb,"fiction, contemporary, book-club, contemporary-fiction, chick-lit"
307,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"fantasy, fiction, epic-fantasy, favourites, series"
308,Can You Keep a Secret?,Sophie Kinsella,"chick-lit, romance, fiction, contemporary, chicklit"
309,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,"fantasy, young-adult, ya, paranormal, romance"
310,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,"chick-lit, fiction, romance, chicklit, contemporary"
311,The Thorn Birds,Colleen McCullough,"historical-romance, fiction, historical-fiction, favourites"
312,The Graveyard Book,"Neil Gaiman, Dave McKean","fantasy, young-adult, fiction, ya, horror"
313,The Light Between Oceans,M.L. Stedman,"book-club, fiction, historical-fiction, australia, historical"
314,"Inkheart (Inkworld, #1)","Cornelia Funke, Anthea Bell","young-adult, fantasy, fiction, ya, series"
315,Who Moved My Cheese?,"Spencer Johnson, Kenneth H. Blanchard","non-fiction, business, self-help, nonfiction, psychology"
316,A Walk in the Woods,Bill Bryson,"non-fiction, travel, nonfiction, humor, memoir"
317,I Know Why the Caged Bird Sings,Maya Angelou,"non-fiction, classics, memoir, biography, nonfiction"
318,Orphan Train,Christina Baker Kline,"historical-fiction, book-club, fiction, historical, bookclub"
319,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"fantasy, ya, paranormal, romance, series"
320,"Where'd You Go, Bernadette",Maria Semple,"fiction, humor, contemporary, mystery, chick-lit"
321,Where the Red Fern Grows,Wilson Rawls,"classics, fiction, young-adult, childrens, children"
322,Neverwhere,Neil Gaiman,"fantasy, fiction, urban-fantasy, sci-fi-fantasy, neil-gaiman"
323,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim","fiction, classics, philosophy, literature, novels"
324,Fangirl,Rainbow Rowell,"young-adult, ya, contemporary, romance, fiction"
325,A Prayer for Owen Meany,John Irving,"fiction, classics, book-club, literature, contemporary"
326,White Oleander,Janet Fitch,"fiction, contemporary, contemporary-fiction, chick-lit, book-club"
327,"Legend (Legend, #1)",Marie Lu,"ya, romance, fantasy, sci-fi, fiction"
328,Nineteen Minutes,Jodi Picoult,"fiction, contemporary, book-club, chick-lit, adult"
329,The Last Lecture,"Randy Pausch, Jeffrey Zaslow","nonfiction, non-fiction, biography, inspirational, book-club"
330,"The Eye of the World (Wheel of Time, #1)",Robert Jordan,"fantasy, fiction, epic-fantasy, wheel-of-time, series"
331,The Pact,Jodi Picoult,"fiction, jodi-picoult, romance, contemporary, chick-lit"
332,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"childrens, christian, classic, children-s-books, magic"
333,Still Alice,Lisa Genova,"book-club, contemporary, fiction, psychology, bookclub"
334,"Reflected in You (Crossfire, #2)",Sylvia Day,"romance, erotica, series, sylvia-day, contemporary"
335,James and the Giant Peach,"Roald Dahl, Quentin Blake","childrens, fantasy, fiction, children, classics"
336,"1st to Die (Women's Murder Club, #1)",James Patterson,"mystery, james-patterson, fiction, crime, thriller"
337,The Ultimate Hitchhiker's Guide to the Galaxy,Douglas Adams,"science-fiction, sci-fi, fiction, humor, fantasy"
338,One Day,David Nicholls,"fiction, romance, contemporary, chick-lit, book-club"
339,Goodnight Moon,"Margaret Wise Brown, Clement Hurd","childrens, children-s-books, children, children-s, kids"
340,"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"young-adult, fantasy, sci-fi, science-fiction, ya"
341,The Iliad,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox","classics, poetry, fiction, classic, mythology"
342,The Casual Vacancy,J.K. Rowling,"read-in-2012, gave-up-on, audiobooks, audio, fiction"
343,The Runaway Jury,John Grisham,"fiction, john-grisham, thriller, mystery, grisham"
344,Naked,David Sedaris,"humor, non-fiction, memoir, nonfiction, essays"
345,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"young-adult, fantasy, dragons, ya, christopher-paolini"
346,"The Wonderful Wizard of Oz (Oz, #1)","L. Frank Baum, W.W. Denslow","classics, fiction, childrens, classic, children-s"
347,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"classics, childrens, children-s, adventure, ya"
348,We Were Liars,E. Lockhart,"ya, mystery, fiction, romance, read-in-2014"
349,'Salem's Lot,Stephen King,"vampires, horror, thriller, king, stephen-king"
350,Fear and Loathing in Las Vegas,"Hunter S. Thompson, Ralph Steadman","fiction, non-fiction, classics, humor, nonfiction"
351,"Clockwork Prince (The Infernal Devices, #2)",Cassandra Clare,"fantasy, young-adult, ya, paranormal, romance"
352,Yes Please,Amy Poehler,"non-fiction, memoir, humor, nonfiction, audiobooks"
353,Othello,William Shakespeare,"classics, plays, shakespeare, drama, fiction"
354,Beloved,Toni Morrison,"fiction, classics, historical-fiction, literature, african-american"
355,"Graceling (Graceling Realm, #1)",Kristin Cashore,"fantasy, young-adult, ya, romance, series"
356,"The Bad Beginning (A Series of Unfortunate Events, #1)","Lemony Snicket, Brett Helquist","fiction, childrens, fantasy, middle-grade, young-adult"
357,All Quiet on the Western Front,"Erich Maria Remarque, A.W. Wheen","classics, fiction, historical-fiction, war, history"
358,"Oh, The Places You'll Go!",Dr. Seuss,"childrens, picture-books, children, children-s-books, children-s"
359,And the Mountains Echoed,Khaled Hosseini,"book-club, historical-fiction, contemporary, middle-east, adult-fiction"
360,Do Androids Dream of Electric Sheep?,"Philip K. Dick, Roger Zelazny","sci-fi, scifi, dystopia, dystopian, sci-fi-fantasy"
361,Oliver Twist,"Charles Dickens, George Cruikshank, Philip Horne","classics, fiction, classic, literature, historical-fiction"
362,The Screwtape Letters,C.S. Lewis,"fiction, classics, christian, religion, christianity"
363,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,"young-adult, romance, contemporary, ya, favourites"
364,How the Grinch Stole Christmas!,Dr. Seuss,"childrens, children-s-books, classics, fiction, kids"
365,V for Vendetta,"Alan Moore, David   Lloyd","graphic-novels, graphic-novel, comics, cómics, fiction"
366,John Adams,David McCullough,"history, biography, non-fiction, nonfiction, american-history"
367,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,"horror, fiction, dean-koontz, mystery, fantasy"
368,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,"fantasy, young-adult, fiction, ya, series"
369,"Stargirl (Stargirl, #1)",Jerry Spinelli,"young-adult, ya, fiction, realistic-fiction, romance"
370,"The Red Pyramid (Kane Chronicles, #1)",Rick Riordan,"fantasy, young-adult, mythology, rick-riordan, ya"
371,Stranger in a Strange Land,Robert A. Heinlein,"science-fiction, sci-fi, fiction, classics, scifi"
372,Dress Your Family in Corduroy and Denim,David Sedaris,"humor, non-fiction, memoir, nonfiction, essays"
373,The BFG,"Roald Dahl, Quentin Blake","childrens, fantasy, children-s, childhood, children-s-books"
374,A Short History of Nearly Everything,Bill Bryson,"history, nonfiction, non-fiction, science, humor"
375,The Call of the Wild,Jack London,"classics, fiction, classic, adventure, young-adult"
376,"The Death Cure (Maze Runner, #3)",James Dashner,"young-adult, dystopian, dystopia, ya, science-fiction"
377,Stardust,Neil Gaiman,"fantasy, fiction, young-adult, romance, adventure"
378,The Namesake,Jhumpa Lahiri,"india, contemporary-fiction, novels, literary-fiction, bookclub"
379,"A Discovery of Witches (All Souls Trilogy, #1)",Deborah Harkness,"fantasy, fiction, paranormal, romance, vampires"
380,Norwegian Wood,"Haruki Murakami, Jay Rubin","fiction, japan, japanese, romance, contemporary"
381,Where the Heart Is,Billie Letts,"fiction, chick-lit, contemporary, romance, adult-fiction"
382,"Will Grayson, Will Grayson","John Green, David Levithan","young-adult, ya, contemporary, fiction, lgbt"
383,A Million Little Pieces,James Frey,"non-fiction, biography, book-club, fiction, memoir"
384,"Frostbite (Vampire Academy, #2)",Richelle Mead,"young-adult, vampires, fantasy, paranormal, ya"
385,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"non-fiction, nonfiction, psychology, book-club, ｆａｖｏｒｉｔｅｓ"
386,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",Scott O'Dell,"young-adult, fiction, historical-fiction, classics, childrens"
387,The Crucible,"Arthur Miller, Christopher Bigsby","classics, plays, fiction, historical-fiction, drama"
388,"Hatchet (Brian's Saga, #1)",Gary Paulsen,"young-adult, fiction, adventure, classics, ya"
389,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"fantasy, fiction, epic-fantasy, high-fantasy, favourites"
390,The Strange Case of Dr. Jekyll and Mr. Hyde,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon","classics, fiction, horror, classic, science-fiction"
391,The Lorax,Dr. Seuss,"children, children-s, classics, childrens-books, childhood"
392,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",Jeff Kinney,"humor, diary-of-a-wimpy-kid, childrens, fiction, children"
393,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"young-adult, ya, romance, series, favourites"
394,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,"young-adult, vampires, fantasy, paranormal, ya"
395,For Whom the Bell Tolls,Ernest Hemingway,"classics, fiction, classic, literature, war"
396,Hotel on the Corner of Bitter and Sweet,Jamie Ford,"book-club, historical-fiction, fiction, historical, bookclub"
397,Perfume: The Story of a Murderer,"Patrick Süskind, John E. Woods","fiction, historical-fiction, classics, horror, mystery"
398,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"non-fiction, nonfiction, food, health, sociology"
399,The Tales of Beedle the Bard,J.K. Rowling,"fantasy, young-adult, harry-potter, fiction, short-stories"
400,Neuromancer,William Gibson,"fiction, sci-fi, science-fiction, cyberpunk, scifi"
401,A Farewell to Arms,Ernest Hemingway,"classics, fiction, classic, literature, war"
402,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,"classics, fiction, horror, my-ebooks, short-stories"
403,The Art of War,"Sun Tzu, Thomas Cleary","non-fiction, philosophy, nonfiction, politics, business"
404,Defending Jacob,William Landay,"book-club, fiction, mystery, thriller, crime"
405,Breakfast of Champions,Kurt Vonnegut Jr.,"classics, science-fiction, humor, sci-fi, literature"
406,The New Drawing on the Right Side of the Brain,Betty Edwards,
407,Bel Canto,Ann Patchett,"fiction, book-club, contemporary, contemporary-fiction, bookclub"
408,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"history, non-fiction, nonfiction, science, anthropology"
409,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"fiction, historical-fiction, chick-lit, lgbt, classics"
410,"Things Fall Apart (The African Trilogy, #1)",Chinua Achebe,"fiction, classics, africa, historical-fiction, school"
411,The Undomestic Goddess,Sophie Kinsella,"chick-lit, romance, fiction, contemporary, humor"
412,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,"non-fiction, self-help, relationships, nonfiction, christian"
413,The Three Musketeers,Alexandre Dumas,"classics, fiction, historical-fiction, classic, adventure"
414,Little Bee,Chris Cleave,"historical-fiction, fiction, adult-fiction, contemporary-fiction, adult"
415,"Evermore (The Immortals, #1)",Alyson Noel,"young-adult, fantasy, paranormal, romance, ya"
416,The Witches,"Roald Dahl, Quentin Blake","childrens, fantasy, fiction, children, childhood"
